Nhan ??,Nhan ?? khác,Tác gi?,Tác gi? khác,Ch? ??,Thông tin xu?t b?n,Barcode
H? th?ng Thông tin K? toán - Báo cáo K? toán theo ph??ng pháp th? công / ??ng V?n Sáng ?(Biên so?n), ,"??ng, V?n Sáng", ,"K? toán - Ki?m toán;""K? toán"";""H? th?ng thông tin"";""Báo cáo""","Hà N?i : Tài chính, 2024","VV00022332;""VV00022331"";""VV00022330"";""VV00022329"";""VV00022328"";""VV00022327"";""VV00022326"";""VV00022325"";""VV00022324"";""VV00022323"""
Cùng con tung cánh : Cùng con phá v? gi?i h?n c?a b?n thân ?? t?o ra k? tích / Bùi Th? D?ng ?(Ch? biên), ,"Bùi, Th? D?ng", ,"K? n?ng;""Nuôi d?y con"";""Nhân cách""","Hà N?i : Tài chính, 2024","VV00022292;""VV00022291"";""VV00022290"";""VV00022289"";""VV00022288"""
H?p ??ng lao ??ng trong l?nh v?c lao ??ng/  Tr?n Th? Thúy Lâm ?(??ng ch? biên), ,"Tr?n, Th? Thúy Lâm","??, Th? Dung, ??ng ch? biên","Lu?t;""H?p ??ng lao ??ng"";""Lao ??ng""","Hà N?i : Công an nhân dân, 2024","VV00022267;""VV00022266"";""VV00022265"";""VV00022264"";""VV00022263"";""VV00022262"";""VV00022261"";""VV00022260"";""VV00022259"";""VV00022258"""
C?c di?n Châu Á Thái Bình D??ng/ D??ng Phú Hi?p (Ch? biên), ,"D??ng, Phú Hi?p","V?, V?n Hà,  Ch? biên",Quan h? qu?c t?,"Hà N?i : Chính tr? qu?c gia, 2006","VV00013351;""VV00013352"""
Ký s? c?a ??i s? Thái Lan t?i Hà N?i Dôn Nhuôn/ Pitsanu Chanvitan ?(Ch? biên), ,"Chanvitan, Pisanu", ,"Quan h? qu?c t?;""a"";""a"";""a""","Hà N?i : Lao ??ng, 2011",VV00013579
??u tranh ch?ng tham nh?ng t?i các n?n kinh t? Châu Á - Thái Bình D??ng, , ,"V?, Kim Hu?, d?ch;""Hoàng, Hu? Chi, d?ch"";""Nguy?n, Th? Dung, d?ch""","Quan h? qu?c t?;""Tham nh?ng"";""N?n kinh t?"";""Châu Á - Thái Bình D??ng""","Hà N?i : T? pháp, 2007","VV00013420;""VV00013419"""
Quan h? kinh t? qu?c t?/ Võ Thanh Thu, ,"Võ, Thanh Thu", ,"Quan h? qu?c t?;""Quan h? kinh t?"";""Kinh t? qu?c t?""","Hà N?i : Lao ??ng - xã h?i, 2010","VV00013547;""VV00013548"";""VV00013549"""
Ho?t ??ng ??i ngo?i trên ??t Th?ng Long - Hà N?i/ Ph?m Xuân H?ng (Ch? biên), ,"Ph?m, Xuân H?ng","V?, Quang Hi?n, Biên so?n;""Nguy?n, H?i K?, Biên so?n""","Quan h? qu?c t?;""Ho?t ??ng ??i ngo?i"";""Th?ng Long"";""Hà N?i""","Hà N?i : Hà N?i, 2010",VV00013551
Thao túng tâm lý trong marketing / Michael Kamins, ,"Kamins, Michael","Bùi, Th? Thu H??ng,  d?ch","Marketing;""Thao túng"";""Tâm lý"";""Marketing""","Hà N?i : Lao ??ng, 2024","VV00022739;""VV00022738"";""VV00022737"";""VV00022736"";""VV00022735"";""VV00022734"";""VV00022733"";""VV00022732"";""VV00022731"";""VV00022730"""
Smart X chi?n l??c t?ng tr??ng doanh thu thông minh, ,";""VSM Camp Books""", ,"Marketing;""Thông minh"";""Doanh thu"";""Smart X"";""Chi?n l??c"";""T?ng tr??ng""","Hà N?i : Th? gi?i, 2024","VV00022749;""VV00022748"";""VV00022747"";""VV00022746"";""VV00022745"";""VV00022744"";""VV00022743"";""VV00022742"";""VV00022741"";""VV00022740"""
Marketing matters / Linh ?àm ( Emily ), ,Linh ?àm ( Emily), ,"Marketing;""Marketing"";""Matters""","Hà N?i : Th? gi?i, 2024","VV00022759;""VV00022758"";""VV00022757"";""VV00022756"";""VV00022755"";""VV00022754"";""VV00022753"";""VV00022752"";""VV00022751"";""VV00022750"""
L?ch s? và s? ti?n hóa c?a ti?n t?/  Nik Bhatia, ,"Bhatia, Nik", ,"Ngân hàng - Tài chính;""Ti?n t?"";""S? ti?n hóa"";""L?ch s? ti?n t?""","Hà N?i : Th? gi?i, 2024","VV00022488;""VV00022487"";""VV00022486"";""VV00022485"";""VV00022484"";""VV00022483"";""VV00022482"";""VV00022481"";""VV00022480"";""VV00022479"""
Giáo trình Thanh toán ?i?n t? / Nguy?n Th? Thu H??ng, ,"Nguy?n, Th? Thu H??ng","Chu, Nguyên Bình/  ??ng ch? biên;""H?, Th? Thi?u Dao/  ??ng ch? biên""","Ngân hàng - Tài chính.;""Giáo trình"";""Thanh toán ?i?n t?""","Hà N?i : Tài chính, 2024","VV00022493;""VV00022492"";""VV00022491"";""VV00022490"";""VV00022489"""
"Tâm th?c th?nh v??ng : T?n d?ng lu?t h?p d?n ?? phát tri?n b?n thân thu hút s? giàu có, thành công và h?nh phúc/ Susan Shumsky", ,"Shumsky, Susan","Th?o Nguyên,  d?ch","K? n?ng;""Lu?t h?p d?n"";""Th?nh v??ng"";""Thành công""","Hà N?i : H?ng ??c, 2024","VV00022675;""VV00022676"";""VV00022677"";""VV00022678"";""VV00022679"";""VV00022680"";""VV00022681"";""VV00022682"";""VV00022683"";""VV00022684"""
Kinh doanh gi?i ph?i ki?m ???c ti?n/ Donald Miller, ,"Miller, Donald","D??ng Bùi,  d?ch","K? n?ng;""Kinh doanh"";""Ti?n""","Hà N?i : , 2024","VV00022685;""VV00022686"";""VV00022687"";""VV00022688"";""VV00022689"";""VV00022690"";""VV00022691"";""VV00022692"";""VV00022693"";""VV00022694"""
T? duy c?a ng??i giàu sang/ Jason Brennan, ,"Brennan, Jason","Thu Th?y,  d?ch","K? n?ng;""T? duy"";""Ng??i giàu""","Hà N?i : Thanh niên, 2024","VV00022695;""VV00022696"";""VV00022697"";""VV00022698"";""VV00022699"";""VV00022700"";""VV00022701"";""VV00022702"";""VV00022703"";""VV00022704"""
Giáo trình Phân tích báo cáo tài chính / Nguy?n V?n Công (Ch? biên), ,"Nguy?n, V?n Công", ,"K? toán - Ki?m toán;""Giáo trình"";""Báo cáo tài chính""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2024","VV00022478;""VV00022477"";""VV00022476"";""VV00022475"";""VV00022474"";""VV00022473"";""VV00022472"";""VV00022471"";""VV00022470"";""VV00022469"";""VV00022468"";""VV00022467"";""VV00022466"";""VV00022465"";""VV00022464"";""VV00022463"";""VV00022462"";""VV00022461"";""VV00022460"";""VV00022459"""
H? th?ng chu?n m?c K? toán công Vi?t Nam ( VPSAS)/ T?ng Bình (H? th?ng), ,T?ng Bình, ,"K? toán - Ki?m toán;""K? toán công"";""VPSAS"";""Chu?n m?c K? toán""","Hà N?i : H?ng ??c, 2024","VV00022629;""VV00022630"";""VV00022631"";""VV00022632"";""VV00022633"";""VV00022634"";""VV00022635"";""VV00022636"";""VV00022637"";""VV00022638"""
T?ng h?p h??ng d?n l?p báo cáo tài chính ??n v? hành chính s? nghi?p / B? Tài chính, ,B? Tài chính, ,"K? toán - Ki?m toán;""L?p báo cáo tài chính"";""Báo cáo tài chính"";""??n v? hành chính s? nghi?p""","Hà N?i : Tài chính, 2024","VV00022639;""VV00022640"";""VV00022641"";""VV00022642"";""VV00022643"";""VV00022644"";""VV00022645"";""VV00022646"";""VV00022647"";""VV00022648"""
"H??ng d?n th?c hành 187 s? ?? k? toán hành chính, s? nghi?p & ph??ng pháp ghi chép, thi?t k? m?u s? k? toán hành chính s? nghi?p (theo Thông t? s? 24/2024/TT-BTC), T?ng Bình (H? th?ng)", ,T?ng Bình, ,"K? toán - Ki?m toán;""S? ?? k? toán"";""K? toán"";""Hành chính, s? nghi?p""","Hà N?i : H?ng ??c, 2024","VV00022649;""VV00022650"";""VV00022651"";""VV00022652"";""VV00022653"";""VV00022654"";""VV00022655"";""VV00022656"";""VV00022657"";""VV00022658"""
H??ng d?n ph??ng pháp h?ch toán k? toán ??n v? hành chính s? nghi?p/ B? Tài Chính, ,B? Tài Chính, ,"K? toán - Ki?m toán;""??n v? hành chính s? nghi?p"";""H?ch toán k? toán"";""K? toán""","Hà N?i : Tài chính, 2024","VV00022668;""VV00022667"";""VV00022666"";""VV00022665"";""VV00022664"";""VV00022663"";""VV00022662"";""VV00022661"";""VV00022660"";""VV00022659"""
Chu?n m?c qu?c t? v? báo cáo tài chính - N?i dung c? b?n và câu h?i tr?c nghi?p (Sách chuyên kh?o )/ Nguy?n Thu Hoài, ,"Nguy?n, Thu Hoài", ,"K? toán - Ki?m toán;""Báo cáo tài chính"";""Chu?n m?c qu?c t?""","Hà N?i : Tài chính, 2024","VV00022671;""VV00022670"";""VV00022669"""
K? toán t?p ?oàn - Nghiên c?u lý thuy?t và 500 câu h?i tr?c nghi?m (Sách chuyên kh?o )/ Nguy?n Thu Hoài, ,"Nguy?n, Thu Hoài", ,"K? toán - Ki?m toán;""K? toán"";""T?p ?oàn""","Hà N?i : Tài chính, 2024","VV00022674;""VV00022673"";""VV00022672"""
Các bi?n pháp x? lý vi?c không th?c hi?n ?úng h?p ??ng trong pháp lu?t Vi?t Nam / ?? V?n ??t, ,"??, V?n ??t", ,"Lu?t;""Không th?c hi?n ?úng"";""Bi?n pháp x? lý"";""H?p ??ng"";""Pháp lu?t"";""Vi?t Nam""","Hà N?i : Chính tr? Qu?c gia, 2010","VV00013931;""VV00013930"""
Chi?n l??c và chính sách kinh doanh và các v?n b?n m?i nh?t h??ng d?n thi hành lu?t doanh nghi?p / Bùi V?n ?ông, ,"Bùi, V?n ?ông","Qu?c C??ng,","Lu?t;""Lu?t doanh nghi?p"";""Thi hành lu?t"";""Chi?n l??c"";""Chính sách kinh doanh""","Hà N?i : Lao ??ng, 2010","VV00013927;""VV00013926"""
"Tra c?u các hành vi vi ph?m hành chính và m?c x? ph?t trong l?nh v?c ??t ?ai, nhà ?, xây d?ng và kinh doanh b?t ??ng s?n / T?ng Bình (H? th?ng)", ,T?ng Bình, ,"Lu?t;""Pháp lu?t"";""??t ?ai"";""Nhà ?"";""Kinh doanh b?t ??ng s?n"";""Vi ph?m hành chính"";""X? lí vi ph?m"";""Vi?t Nam""","Hà N?i : H?ng ??c, 2024","VV00022498;""VV00022497"";""VV00022496"";""VV00022495"";""VV00022494"""
Quy ??nh v? ??u th?u và x? lý nh?ng hành vi sai ph?m theo pháp lu?t hi?n hành / Nguy?n Th? Ng?c Hoa (Ch? biên), ,"Nguy?n, Th? Ng?c Hoa","TS Nguy?n Thành Trung  b.s;""TS Lê Minh Chu?n  b.s"";""TS Nguy?n V?n Khoa ?i?m  b.s""","Lu?t;""Pháp lu?t"";""??u th?u"";""X? lí vi ph?m"";""Vi?t Nam"";""Sách tham kh?o""","Hà N?i : Công an nhân dân, 2024","VV00022503;""VV00022502"";""VV00022501"";""VV00022500"";""VV00022499"""
"H??ng d?n ki?m soát, thanh toán các kho?n chi th??ng xuyên qua kho b?c nhà n??c (Theo Th?ng t? s?: 17/2024-BTC ngày 14 tháng 3 n?m 2024, c?a B? tr??ng B? Tài chính): M?t s? h?i ?áp v? k? toán khi th?c hi?n giao d?ch qua kho b?c nhà n??c", ,B? Tài Chính, ,"Lu?t;""Chi ngân sách nhà n??c"";""T? ch? tài chính"";""S? nghi?p công l?p"";""Kho b?c nhà n??c""","Hà N?i : Tài chính, 2024","VV00022513;""VV00022512"";""VV00022511"";""VV00022510"";""VV00022509"";""VV00022508"";""VV00022507"";""VV00022506"";""VV00022505"";""VV00022504"""
"Lu?t ??u th?u - Lu?t ??u t? công: Qu?n lý thanh toán, quy?t toán v?n ??u t? qu?n lý chi phí ??u t? xây d?ng và x? ph?t vi ph?m hành chính trong l?nh v?c ??u t? xây d?ng", ,B? Tài chính, ,"Lu?t;""Pháp lu?t"";""??u t? công"";""??u th?u""","Hà N?i : H?ng ??c, 2024","VV00022518;""VV00022517"";""VV00022516"";""VV00022515"";""VV00022514"""
"H??ng d?n Lu?t qu?n lý, s? d?ng tài s?n công (Theo Ngh? ??nh 114/2024/N? - CP ngày 15/9/2024)", ,B? Tài Chính, ,"Lu?t;""Pháp lu?t"";""Tài s?n công""","Hà N?i : Tài chính, 2024","VV00022528;""VV00022527"";""VV00022526"";""VV00022525"";""VV00022524"";""VV00022523"";""VV00022522"";""VV00022521"";""VV00022520"";""VV00022519"""
"C?i cách ti?n l??ng - B?o hi?m y t?, B?o hi?m xã h?i", ,B? Tài Chính, ,"Lu?t;""C?i cách ti?n l??ng"";""B?o hi?m y t?"";""B?o hi?m xã h?i"";""Lu?t Lao ??ng""","Hà N?i : Tài chính, 2024","VV00022529;""VV00022530"";""VV00022531"";""VV00022532"";""VV00022533"";""VV00022534"";""VV00022535"";""VV00022536"";""VV00022537"";""VV00022538"""
"H??ng d?n th?c hi?n nh?ng ?i?m m?i trong l?nh v?c giá, th?m ??nh giá: Ho?t ??ng qu?n lý, ?i?u ti?t giá c?a nhà n??c theo Lu?t giá m?i nh?t", ,B? Tài Chính, ,"Lu?t;""Lu?t giá"";""Pháp lu?t"";""Th?m ??nh giá""","Hà N?i : Tài chính, 2024","VV00022548;""VV00022547"";""VV00022546"";""VV00022545"";""VV00022544"";""VV00022543"";""VV00022542"";""VV00022541"";""VV00022540"";""VV00022539"""
"H??ng d?n th? t?c v? k? n?ng làm vi?c v?i ki?m toán, thanh tra trong công tác tài chính k? toán (Mua s?m h?ch toán K? toán ??i v?i tài s?n công t?i ??n v?)", , , ,"Lu?t;""Thanh tra"";""Tài s?n công"";""Mua s?m"";""Pháp lu?t"";""Vi?t Nam"";""V?n b?n pháp qui""","Hà N?i : Tài chính, 2024","VV00022558;""VV00022557"";""VV00022556"";""VV00022555"";""VV00022554"";""VV00022553"";""VV00022552"";""VV00022551"";""VV00022550"";""VV00022549"""
"H??ng d?n ph??ng pháp ghi chép, thi?t k? m?u ch?ng t?, s? k? toán và s? ?? k? toán hành chính s? nghi?p (Theo Thông t? s? 24/2024/TT-BTC) / T?ng Bình (H? th?ng)", ,T?ng Bình, ,"Lu?t;""Hành chính s? nghi?p"";""Pháp lu?t"";""K? toán"";""Hành chính s? nghi?p"";""Vi?t Nam"";""V?n b?n pháp qui""","Hà N?i : H?ng ??c, 2024","VV00022568;""VV00022567"";""VV00022566"";""VV00022565"";""VV00022564"";""VV00022563"";""VV00022562"";""VV00022561"";""VV00022560"";""VV00022559"""
"Lu?t ??t ?ai v? tính, thu, n?p ti?n s? ??ng ??t, ti?n thuê ??t và qu? phát tri?n ??t / T?ng Bình (H? th?ng)", ,T?ng Bình, ,"Lu?t;""Pháp lu?t"";""Lu?t ??t ?ai"";""Thu? ??t ?ai"";""Qu? phát tri?n ??t""","Hà N?i : Tài chính, 2024","VV00022569;""VV00022570"";""VV00022571"";""VV00022572"";""VV00022573"""
"Quy ??nh chi ti?t Lu?t kinh doanh b?t ??ng s?n v? kinh doanh b?t ??ng s?n có s?n, hình thành trong t??ng lai, chuy?n nh??ng d? án và m?u h?p ??ng mua, bán cho thuê nhà trong kinh doanh b?t ??ng s?n / T?ng Bình", ,T?ng Bình, ,"Lu?t;""Chuy?n nh??ng d? án"";""Pháp lu?t"";""Lu?t Kinh doanh b?t ??ng s?n"";""Vi?t Nam""","Hà N?i : H?ng ??c, 2024","VV00022578;""VV00022577"";""VV00022576"";""VV00022575"";""VV00022574"""
Giáo trình Pháp lu?t liên minh châu Âu / Ph?m H?ng H?nh (Ch? biên), ,"Ph?m, H?ng H?nh","Ph?m Th? B?c Hà Th.S,  ??ng ch? biên;""Ph?m H?ng H?nhT.S,  ??ng ch? biên"";""Hà Thanh HòaT.S,  ??ng ch? biên"";""Tr?n Thúy H?ngT.S,  ??ng ch? biên""","Lu?t;""Giáo trình"";""Pháp lu?t"";""Liên minh Châu Âu""","Hà N?i : Tài chính, 2024","VV00022583;""VV00022582"";""VV00022581"";""VV00022580"";""VV00022579"""
Pháp lu?t dân s? Vi?t Nam trong b?i c?nh h?i nh?p qu?c t? và cách m?ng công nghi?p l?n th? t? / Tr?n Anh Tu?n, ,"Tr?n, Anh Tu?n","V?, Th? H?i Y?n,PGS.TS/  ??ng ch? biên;""Nguy?n, Th? H?i,TS/  ??ng ch? biên"";""Nguy?n, Th? Lan,PGS.TS/ ( ??ng ch? biên)""","Lu?t;""Cách m?ng công nghi?p"";""Pháp lu?t dân s?"";""Vi?t Nam"";""H?i nh?p qu?c t?""","Hà N?i : Tài chính, 2024","VV00022588;""VV00022587"";""VV00022586"";""VV00022585"";""VV00022584"""
Tri?t h?c pháp lu?t - L?ch s? và ch?c n?ng ph??ng pháp lu?n / Võ Khánh Vinh, ,"Võ, Khánh Vinh", ,"Lu?t;""Tri?t h?c pháp lu?t"";""Ph??ng pháp lu?n tri?t h?c pháp lu?t"";""L?ch s? tri?t h?c pháp lu?t""","Hà N?i : Công an nhân dân, 2024","VV00022598;""VV00022597"";""VV00022596"";""VV00022595"";""VV00022594"";""VV00022593"";""VV00022592"";""VV00022591"";""VV00022590"";""VV00022589"""
"Tuy?n t?p h?p ??ng chuy?n nh??ng quy?n s? d?ng ??t, quy?n s? h?u nhà ? góc nhìn bên nh?n chuy?n nh??ng / Tr?n Chí Thành", ,"Tr?n, Chí Thành", ,"Lu?t;""Pháp lu?t"";""Chuy?n nh??ng"";""Quy?n s? h?u"";""Nhà ?"";""Quy?n s? d?ng"";""??t"";""Vi?t Nam""","Hà N?i : Tài chính, 2024","VV00022608;""VV00022607"";""VV00022606"";""VV00022605"";""VV00022604"";""VV00022603"";""VV00022602"";""VV00022601"";""VV00022600"";""VV00022599"""
Ki?m soát hàng hóa gi? m?o v? s? h?u trí tu? t?i biên gi?i c?a H?i quan Vi?t Nam (Sách chuyên kh?o) / H?a Th? H?ng, ,"H?a, Th? H?ng", ,"Lu?t;""H?i quan"";""Ki?m soát hàng hóa"";""S? h?u trí tu?"";""Biên gi?i"";""Vi?t Nam""","Hà N?i : Công an nhân dân, 2024","VV00022628;""VV00022627"";""VV00022626"";""VV00022625"";""VV00022624"";""VV00022623"";""VV00022622"";""VV00022621"";""VV00022620"";""VV00022619"""
Pháp lu?t v? ngh?a v? thông tin khi giao k?t h?p ??ng ? Vi?t Nam hi?n nay (Sách chuyên kh?o) / ?? Th? Hoa, ,"??, Th? Hoa", ,"Lu?t;""Vi?t Nam"";""Pháp lu?t"";""Ngh?a v? thông tin"";""Giao k?t h?p ??ng""","Hà N?i : Công an nhân dân, 2024","VV00022618;""VV00022617"";""VV00022616"";""VV00022615"";""VV00022614"";""VV00022613"";""VV00022612"";""VV00022611"";""VV00022610"";""VV00022609"""
Nhân s? th?c chi?n / Kaoru Terashita, ,"Terashita, Kaoru","L?i, Minh Tâm,/  d?ch","Qu?n tr? nhân l?c;""Nhân s?"";""Th?c chi?n""","Hà N?i : Tài chính, 2024","VV00022792;""VV00022791"";""VV00022790"";""VV00022789"";""VV00022788"";""VV00022787"";""VV00022786"";""VV00022785"";""VV00022784"";""VV00022783"""
Lý thuy?t trò ch?i c?a ng??i ra quy?t ??nh / William Glod, ,"Glod, William","Nguy?n, Nhung,/  d?ch","Khoa h?c qu?n lý;""Lý thuy?t"";""Trò ch?i""","Hà N?i : Thanh niên, 2024","VV00022782;""VV00022781"";""VV00022780"";""VV00022779"";""VV00022778"";""VV00022777"";""VV00022776"";""VV00022775"";""VV00022774"";""VV00022773"""
S? tay h??ng d?n viên du l?ch/ Nguy?n Th? Minh Ng?c, ,"Nguy?n, Th? Minh Ng?c", ,"Kinh t? du l?ch và khách s?n;""S? tay"";""H??ng d?n viên"";""Du l?ch""","Hà N?i : Th? thao và du l?ch, 2021","VV00022772;""VV00022771"";""VV00022770"""
Th??ng m?i nông s?n gi?a Vi?t Nam và Trung Qu?c trong b?i c?nh m?i (Sách chuyên kh?o )/  Nguy?n Th? Ph??ng Hoa (Ch? biên), ,"Nguy?n, Th? Ph??ng Hoa", ,"Th??ng m?i qu?c t?;""Th??ng m?i"";""Nông s?n"";""Trung Qu?c""","Hà N?i : Khoa h?c xã h?i, 2024","VV00022709;""VV00022708"";""VV00022707"";""VV00022706"";""VV00022705"""
Giáo trình Nghi?p v? ngo?i th??ng / T? V?n L?i (Ch? biên), ,"T?, V?n L?i", ,"Th??ng m?i qu?c t?;""Giáo trình"";""Nghi?p v? ngo?i th??ng"";""Ngo?i th??ng""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2024","VV00022729;""VV00022728"";""VV00022727"";""VV00022726"";""VV00022725"";""VV00022724"";""VV00022723"";""VV00022722"";""VV00022721"";""VV00022720"";""VV00022719"";""VV00022718"";""VV00022717"";""VV00022716"";""VV00022715"";""VV00022714"";""VV00022713"";""VV00022712"";""VV00022711"";""VV00022710"""
Xã h?i Vi?t Nam trong b?i c?nh chuy?n ??i : Nh?ng nghiên c?u t? ti?p c?n xã h?i h?c/  Nguy?n ??c Vinh ( ??ng ch? biên), ,"Nguy?n, ??c Vinh","??ng, Nguyên Anh/  (??ng ch? biên)","Xã h?i h?c;""Xã h?i"";""Vi?t Nam"";""B?i c?nh chuy?n ??i""","Hà N?i : Khoa h?c xã h?i, 2024","VV00022765;""VV00022766"";""VV00022767"";""VV00022768"";""VV00022769"""
Qu?n tr? công ty hi?n ??i:  B? công c? cho H?i ??ng qu?n tr? thành công v??t tr?i/ Martin Hilb, ,"Hilb, Martin","?inh, Toàn Trung/  hi?u ?ính;""Phí Mai,/  d?ch"";""Hoài Anh/  d?ch"";""Phan, V? Hoàng/  hi?u ?ính""","Kinh t? doanh nghi?p;""Qu?n tr?"";""Qu?n tr? công ty""","Hà N?i : Tài chính, 2024","VV00022803;""VV00022804"";""VV00022805"";""VV00022806"";""VV00022807"";""VV00022808"";""VV00022809"";""VV00022810"";""VV00022811"";""VV00022812"""
Tài li?u D&L ki?m tra tính n?ng ph?n m?m/, , ,",/  d?ch","a;""a"";""a""","Hà N?i : Tài chính, 2024", 
Tài phi?t ??u tiên c?a n??c M? Vanderbilt / T.J.Stiles, ,Stiles.J.T,"Kim Di?u,/  d?ch","Chính tr? xã h?i;""Tài phi?t"";""N??c M?"";""Vanderbilt""","Hà N?i : Tài chính, 2024","VV00022802;""VV00022801"";""VV00022800"";""VV00022799"";""VV00022798"";""VV00022797"";""VV00022796"";""VV00022795"";""VV00022794"";""VV00022793"""
Lý lu?n nhà n??c và pháp lu?t/ Ph?m H?ng Thái, ,"Ph?m, H?ng Thái","?inh, V?n M?u","Lu?t;""""","Hà N?i: Giao thông v?n t?i, 2009",VV00013863
Giáo trình Qu?n tr? kh?ng ho?ng / V? Trí D?ng. PGS.TS(??ng ch? biên), ,"V?, Trí D?ng","Ph?m, Th? Huy?n.PGS.TS,  ??ng ch? biên","Marketing;""Giáo trình"";""Qu?n tr? kh?ng ho?ng""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2025","VV00022852;""VV00022851"";""VV00022850"";""VV00022849"";""VV00022848"";""VV00022847"";""VV00022846"";""VV00022845"";""VV00022844"";""VV00022843"";""VV00022842"";""VV00022841"";""VV00022840"";""VV00022839"";""VV00022838"";""VV00022837"";""VV00022836"";""VV00022835"";""VV00022834"";""VV00022833"""
Giáo trình Marketing c?n b?n / V? Huy Thông.PGS?TS ( ??ng ch? biên), ,"V?, Huy Thông","Ph?m, Th? Huy?n.PGS.TS,  ??ng ch? biên","Marketing;""Giáo trình"";""Marketing c?n b?n""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2025","VV00022872;""VV00022871"";""VV00022870"";""VV00022869"";""VV00022868"";""VV00022867"";""VV00022866"";""VV00022865"";""VV00022864"";""VV00022863"";""VV00022862"";""VV00022861"";""VV00022860"";""VV00022859"";""VV00022858"";""VV00022857"";""VV00022856"";""VV00022855"";""VV00022854"";""VV00022853"""
Giáo trình Qu?n tr? r?i ro / Lê Thanh Tâm (??ng ch? biên), ,"Lê, Thanh Tâm","Phùng Thanh Quang.PGS.TS,  ??ng ch? biên","Ngân hàng - Tài chính;""Qu?n tr? r?i ro"";""Giáo trình""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2025","VV00022832;""VV00022831"";""VV00022830"";""VV00022829"";""VV00022828"";""VV00022827"";""VV00022826"";""VV00022825"";""VV00022824"";""VV00022823"";""VV00022822"";""VV00022821"";""VV00022820"";""VV00022819"";""VV00022818"";""VV00022817"";""VV00022816"";""VV00022815"";""VV00022814"";""VV00022813"""
Giáo trình Công ngh? th?c ph?m / Nguy?n Duy Th?nh (Ch? biên), ,"Nguy?n, Duy Th?nh", ,"Giáo d?c;""Công ngh? th?c ph?m"";""Giáo trình""","Hà N?i : Tài chính, 2023","VV00022764;""VV00022763"";""VV00022762"";""VV00022761"";""VV00022760"""
Giáo trình Qu?n tr? tác nghi?p / Nguy?n Thành Hi?u, ,"Nguy?n, Thành Hi?u","Tr??ng, ??c L?c.TS,  ??ng ch? biên;""Nguy?n, ?ình Trung.TS/  ??ng ch? biên""","Kinh t? doanh nghi?p;""Giáo trình"";""Qu?n tr? tác nghi?p""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2025","VV00022892;""VV00022891"";""VV00022890"";""VV00022889"";""VV00022888"";""VV00022887"";""VV00022886"";""VV00022885"";""VV00022884"";""VV00022883"";""VV00022882"";""VV00022881"";""VV00022880"";""VV00022879"";""VV00022878"";""VV00022877"";""VV00022876"";""VV00022875"";""VV00022874"";""VV00022873"""
Giáo trình Tin h?c ?ng d?ng / Tr?n Th? Song Minh, ,"Tr?n, Th? Song Minh", ,"Công ngh? thông tin;""Giáo trình"";""Tin h?c ?ng d?ng""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2025","VV00022912;""VV00022911"";""VV00022910"";""VV00022909"";""VV00022908"";""VV00022907"";""VV00022906"";""VV00022905"";""VV00022904"";""VV00022903"";""VV00022902"";""VV00022901"";""VV00022900"";""VV00022899"";""VV00022898"";""VV00022897"";""VV00022896"";""VV00022895"";""VV00022894"";""VV00022893"""
Giáo trình Toán tài chính / Nguy?n Th? Ng?c Di?p, ,"Nguy?n, Th? Ng?c Di?p","Tr?n, Ph??c Huy.TS,  ??ng ch? biên","Ngân hàng - Tài chính;""Giáo trình"";""Toán tài chính""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2025","VV00022932;""VV00022931"";""VV00022930"";""VV00022929"";""VV00022928"";""VV00022927"";""VV00022926"";""VV00022925"";""VV00022924"";""VV00022923"";""VV00022922"";""VV00022921"";""VV00022920"";""VV00022919"";""VV00022918"";""VV00022917"";""VV00022916"";""VV00022915"";""VV00022914"";""VV00022913"""
Giáo trình K? toán Ngân hàng / Tr??ng Th? Hoài Linh, ,"Tr??ng, Th? Hoài Linh","Lê, Vi?t Th?y.TS","Ngân hàng - Tài chính;""K? toán"";""Ngân hàng"";""Giáo trình""","Hà N?i : ??i h?c Kinh t? Qu?c dân, 2025","VV00022952;""VV00022951"";""VV00022950"";""VV00022949"";""VV00022948"";""VV00022947"";""VV00022946"";""VV00022945"";""VV00022944"";""VV00022943"";""VV00022942"";""VV00022941"";""VV00022940"";""VV00022939"";""VV00022938"";""VV00022937"";""VV00022936"";""VV00022935"";""VV00022934"";""VV00022933"""
?ánh giá Kinh t? Vi?t Nam th??ng niên 2024 thúc ??y c?i cách th? ch? trong b?i c?nh m?i / Ph?m H?ng Ch??ng, ,"Ph?m, H?ng Ch??ng","Tô, Trung Hàng.PGS.TS,/ ?? (??ng ch? biên)","Kinh t? h?c;""Kinh t? Vi?t Nam"";""2024"";""C?i cách th? ch?"";""B?i c?nh m?i""","Hà N?i : ??i h?c Kinh t? qu?c dân, 2025","VV00023052;""VV00023051"";""VV00023050"";""VV00023049"";""VV00023048"";""VV00023047"""
